vendor,display_name,official_website_status,official_website_url,sample_sku,search_url_template,search_result_mode,search_transport,search_parameter_name,platform_family,search_family,search_entry_mode,runtime_preference,http_search_allowed,browser_required,blocking_risk,verification_level,template_status,confidence_bucket,resolver_hint,product_fetch_mode,interaction_strategy,search_term_strategy,search_term_fallbacks,direct_url_sufficient,search_entry_url,search_container_selector,search_input_selector,search_submit_selector,result_container_selector,result_link_selector,result_match_mode,api_request_url_template,api_response_collection,api_result_id_field,api_result_sku_field,product_url_template,product_extraction_priority,media_strategy,notes
Mishimoto,Mishimoto,confirmed,https://www.mishimoto.com/,MISH-R1553,https://www.mishimoto.com/catalogsearch/result/?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Nemesis Industries,Nemesis Industries,probable,https://nem-ind.com/,NEM-121840,https://nem-ind.com/catalogsearch/result/?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
NOS Nitrous Oxide Systems,NOS Nitrous Oxide Systems,probable,https://www.noswizard.com/,NOS-02521NOS,https://www.noswizard.com/catalogsearch/result/?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Powermaster Performance Starters and Alternators,Powermaster Performance Starters and Alternators,probable,https://www.powermasterperformance.com/about-us,PM-7767,https://www.powermasterperformance.com/catalogsearch/result/index/?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Race Sport Lighting,Race Sport Lighting,probable,https://www.racesportinc.com/,RSL-9FT3PE,https://www.racesportinc.com/catalogsearch/result/index/?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
ReadyLIFT Suspension,ReadyLIFT Suspension,confirmed,https://www.readylift.com/,RL-69-4630,https://www.readylift.com/catalogsearch/result/?cat=2&q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Rigid Industries,Rigid Industries,confirmed,https://www.rigidindustries.com/,RIGID-40200,https://www.rigidindustries.com/catalogsearch/result/index/?q={sku},search_results,GET,q,magento,magento_catalogsearch,catalog_or_storefront_search,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
No Limit Fabrication,No Limit Fabrication,confirmed,https://nolimitfabrication.com/,NL-67OP,https://nolimitfabrication.com/search.html?q={sku},search_results,GET,q,partslogic,partslogic_search_redirect,overlay_redirect_search,http_first,yes,no,low,verified,confirmed,high,manual_results_page_clickthrough,http_first,results_page_clickthrough,,,yes,https://nolimitfabrication.com/,#pl-search-bar-container,input#sui-search-bar-input,button.searchBar_styledButton__stNhX,body search results page,a[href*='/i-'],exact_sku_in_result_block_then_first_result,,,,,https://nolimitfabrication.com/i-{id}?q={sku},jsonld>embedded_state>dom,gallery_scope_only,"Validated against the live Partslogic storefront. The homepage widget uses input#sui-search-bar-input inside #pl-search-bar-container, but the stronger runtime path is direct GET /search.html?q={sku}. That results page returns /i-... product links for queries like 67OP, so treat it as a results-page clickthrough resolver rather than a popup-only search. | Treat /search.html?q={sku} as the primary resolver and click the best /i-... result. The homepage widget is useful for manual validation, not required for runtime."
AccuAir Suspension,AccuAir Suspension,confirmed,https://accuair.com/,AA-3837,https://accuair.com/search?q={sku}&options%5Bprefix%5D=last,search_results,GET,q,shopify,generic_q_search,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
ADDICTIVE DESERT DESIGNS,ADDICTIVE DESERT DESIGNS,probable,https://www.addictivedesertdesigns.com/,ADD-AC8101801NA,https://www.addictivedesertdesigns.com/search?type=product&options[prefix]=last&q={sku},search_results,GET,q,shopify,shopify_product_search,custom_route_template,http_first,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,shopify_suggest_json,drop_first_dash_token,,no,https://www.addictivedesertdesigns.com/,,,,,,,"https://www.addictivedesertdesigns.com/search/suggest.json?q={sku}&resources[type]=product,page,article,collection&resources[limit]=10&resources[options][unavailable_products]=hide&resources[options][fields]=title,author,body,product_type,tag,variants.sku,variants.title,vendor",,,,,jsonld>embedded_state>dom,gallery_scope_only,Use the same Shopify-family transform as PPE and Industrial: strip the vendor token before search.
Industrial Injection,Industrial Injection,confirmed,https://industrialinjection.com/,II-227411,https://industrialinjection.com/search?type=product%2Carticle%2Cpage%2Ccollection&options[prefix]=last&q={sku},search_results,GET,q,shopify,shopify_product_search,custom_route_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,shopify_suggest_json,drop_first_dash_token,,no,https://industrialinjection.com/,,,,,,,"https://industrialinjection.com/search/suggest.json?q={sku}&resources[type]=product,page,article,collection&resources[limit]=10&resources[options][unavailable_products]=hide&resources[options][fields]=title,author,body,product_type,tag,variants.sku,variants.title,vendor",,,,,jsonld>embedded_state>dom,gallery_scope_only,Use Shopify suggest JSON first and strip the leading vendor token from the SKU before search.
PPE (Pacific Performance Eng.),PPE (Pacific Performance Eng.),confirmed,https://ppepower.com/,PPE-1110100,https://ppepower.com/search?type=product%2Cpage%2Carticle%2Ccollection&options%5Bunavailable_products%5D=show&options%5Bprefix%5D=last&q={sku},search_results,GET,q,shopify,shopify_product_search,custom_route_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,shopify_suggest_json,drop_first_dash_token,drop_first_dash_token>trim_last_char,no,https://ppepower.com/,,,,,,,"https://ppepower.com/search/suggest.json?q={sku}&resources[type]=product,page,article,collection&resources[limit]=10&resources[options][unavailable_products]=hide&resources[options][fields]=title,author,body,product_type,tag,variants.sku,variants.title,vendor",,,,,jsonld>embedded_state>dom,gallery_scope_only,"Shopify suggest JSON is the primary resolver for PPE. Search with the stripped term first, then retry with a one-character trim to catch parent-level variant listings."
Rancho,Rancho,probable,https://www.gorancho.com/,RAN-RS5419,https://www.gorancho.com/search?q={sku}&options%5Bprefix%5D=last&type=product,search_results,GET,q,shopify,generic_q_search,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Smeding Diesel,Smeding Diesel,confirmed,https://www.smedingdiesel.com/,SME-C6762EDRT,https://www.smedingdiesel.com/search?q={sku}&options%5Bprefix%5D=last,search_results,GET,q,shopify,generic_q_search,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Toolbox Widget,Toolbox Widget,confirmed,https://toolboxwidget.com/,TBW-VW15,https://toolboxwidget.com/search?q={sku}&options%5Bprefix%5D=last,search_results,GET,q,shopify,generic_q_search,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Total Seal Piston Rings,Total Seal Piston Rings,confirmed,https://store.totalseal.com/,TSPR-S4194,https://store.totalseal.com/search?type=product&q={sku},search_results,GET,query,shopify,shopify_product_search,custom_route_template,http_first,yes,no,low,probed,probed,medium,common_template_probe,http_first,shopify_suggest_json,drop_first_dash_token,,no,https://store.totalseal.com/,,,,,,first_result,"https://store.totalseal.com/search/suggest.json?q={sku}&resources[type]=product,page,article,collection&resources[limit]=10&resources[options][unavailable_products]=hide&resources[options][fields]=title,author,body,product_type,tag,variants.sku,variants.title,vendor",,,,,jsonld>embedded_state>dom,gallery_scope_only,Total Seal Shopify store is at store.totalseal.com (not totalseal.com). Strip TSPR- prefix; use suggest.json API.
4x4 Posi-Lok,4x4 Posi-Lok,confirmed,https://4x4posi-lok.com/,PSL-100,https://4x4posi-lok.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
AEM,AEM,probable,https://www.aemintakes.com/,AEM-30-3351,https://www.aemintakes.com/search/{sku},search_results,GET,,wordpress_like,wordpress_search_path,custom_route_template,http_first,yes,no,low,review,probable,review,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
AirDog | PureFlow Technologies,AirDog | PureFlow Technologies,confirmed,https://airdogdiesel.com/,PFT-WS100,https://airdogdiesel.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_wordpress_search_validation,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Validated WordPress search route; alternate /search/{sku} route also appears in og:url.
Alliant Power,Alliant Power,confirmed,https://alliantpower.com/,AP-AP0015,https://alliantpower.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
AMP Research,AMP Research,probable,https://ampresearchco.com/about-us/,AMP-75301-01A,https://ampresearchco.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,.com tld; 3 full vendor match(es) in domain; 2 vendor token hit(s); vendor key present in result text; official/manufacturer phrase; deep path candidate
Apex Designs,Apex Designs,probable,https://apexdesignsllc.com/,APXD-X02-02-002,https://apexdesignsllc.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,probed,probed,medium,common_template_probe,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
AutoEnginuity,AutoEnginuity,probable,https://www.autoenginuity.com/,Auto-EI02,https://www.autoenginuity.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Baja Designs Offroad LED Lights,Baja Designs Offroad LED Lights,confirmed,https://www.bajadesigns.com/,BD-107004,https://www.bajadesigns.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Black Mamba Gloves,Black Mamba Gloves,confirmed,https://www.blackmambagloves.com/,BMG-OMG-110,https://www.blackmambagloves.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_wordpress_search_validation,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Search route validated; sample SKU returned a no-results page.
Bubba Rope,Bubba Rope,probable,https://www.bubbarope.com/,BR-176000OR,https://www.bubbarope.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Bully Dog,Bully Dog,probable,https://bullydog.com/,BUL-30490,https://bullydog.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Bully Dog Big Rig,Bully Dog Big Rig,probable,https://bullydogbigrig.com/products.php,Bul-56700,https://bullydog.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Carli Suspension,Carli Suspension,confirmed,https://www.carlisuspension.com/,CS-FLC-05,https://www.carlisuspension.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Cataclean,Cataclean,probable,https://cataclean.com/,CAC-120007,https://cataclean.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Clampco,Clampco,probable,https://www.clampco.com/about/,DPP-94158-0300,https://clampco.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,probed,probed,medium,common_template_probe,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
CNC Fabrication,CNC Fabrication,probable,https://cncfabrication.com/,CNC-424005,https://cncfabrication.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
CSF Radiators,CSF Radiators,probable,https://csfradiators.com/,CSF-6076,https://csfradiators.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Custom Battery Cables,Custom Battery Cables,probable,https://custombatterycables.com/,CBC-781,https://custombatterycables.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
"Deaver Spring, Inc.","Deaver Spring, Inc.",probable,https://deaverspring.com/,DS-G7,https://deaverspring.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Dethloff,Dethloff Mfg,probable,https://dethloffmfg.com/,DL-IG-19,https://dethloffmfg.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
DiabloSport,DiabloSport,probable,https://diablosportco.com/,DS-8145,https://diablosportco.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Diamond Eye Performance,Diamond Eye Performance,confirmed,https://www.diamondeyeperformance.com/,DE-L20AA,https://www.diamondeyeperformance.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Dually Design Co.,Dually Design Co.,probable,https://ddcwheels.com/brand/dually-design-co/,DDC-F14K40,https://ddcwheels.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
EBC Brakes,EBC Brakes,probable,https://www.ebcbrakes.com/,EBC-GD7509,https://www.ebcbrakes.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
EMP Shield,EMP Shield,probable,https://www.empshield.com/,EMP-DC-12V-W,https://www.empshield.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Flowmaster,Flowmaster,probable,https://the-flowmaster.com/,FM-1078,https://the-flowmaster.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Fluidampr,Fluidampr,probable,https://fluidampr.com/,FD-720211,https://fluidampr.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Frantz Oil Filters,Frantz Oil Filters,probable,https://www.frantzfilters.com/,FOF-FKPWR60,https://www.frantzfilters.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Fuel Bomb,Fuel Bomb,probable,https://fuelbomb.com/,FB-002,https://fuelbomb.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Garrett,Garrett,probable,https://garrett.com/,GAR-448486-0004,https://garrett.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Hamilton Cams,Hamilton Cams,probable,https://hamiltoncams.com/,HAM-SC-001,https://hamiltoncams.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Heatshield Products,Heatshield Products,probable,https://heatshieldproducts.com/,HP-300074,https://heatshieldproducts.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Hellwig Products,Hellwig Products,probable,https://www.hellwigproducts.com/,HEL-7252,https://www.hellwigproducts.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Highway Products,Highway Products,probable,https://highwayproducts.com/,HP-4030-049,https://highwayproducts.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Holset Turbochargers,Holset Turbochargers,probable,https://turbochargersbyholset.com/,HOL-4034315,https://turbochargersbyholset.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Hot Shot's Secret High Performance Additives,Hot Shot's Secret High Performance Additives,probable,https://www.hotshotsecret.com/,HSS-AAL4Z,https://www.hotshotsecret.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed manual search route: https://www.hotshotsecret.com/?s={sku}.
Kelderman,Kelderman,probable,https://kelderman.com/,KEL-69003,https://kelderman.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed manual search route: https://kelderman.com/?s={sku}.
LRB Speed,LRB Speed,probable,https://lrbspeed.com/,LRB-10380,https://lrbspeed.com/?s={sku}&post_type=product,search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Mag-Hytec,Mag-Hytec,probable,https://mag-hytec.com/,MH-727-D,https://mag-hytec.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Manton Pushrods,Manton Pushrods,probable,https://mantonpushrods.com/,MP-D-505-24v,https://mantonpushrods.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
MaxTrac Suspension,MaxTrac Suspension,probable,https://maxtracsuspension.com/,MT-993300,https://maxtracsuspension.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
McGaughy's Suspension Parts,McGaughy's Suspension Parts,probable,https://mcgaughys.com/products-home-page/,MCG-51052,https://mcgaughys.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Mean Green,Mean Green,probable,https://mean-green-cleaner.com/,MEAN-MG7892,https://mean-green-cleaner.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Mevotech,Mevotech,probable,https://www.mevotech.com/,MT-MK7467,https://www.mevotech.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
MOOG,MOOG,probable,https://www.moog.com/,MOG-479,https://moog.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,probed,probed,medium,common_template_probe,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
N-FAB,N-FAB,probable,https://nfabco.com/,NFAB-F171MRDS,https://nfabco.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Power Products Unlimited,Power Products Unlimited,probable,https://powerproductsunlimited.com/,PPU-ARBCOMPMOUNT,https://powerproductsunlimited.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Power Stroke Products,Power Stroke Products,probable,https://powerstrokeproducts.com/,PSP-PP-SS-12V,https://powerstrokeproducts.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
PowerStop,PowerStop,probable,https://www.powerstop.com/about-us/,PSB-SW-1218,https://www.powerstop.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
PurePower,PurePower,probable,http://www.purepoweraps.com/,PP-7782-PP,https://purepowertechnologies.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,manual_user_seed,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,Confirmed manual search route: https://purepowertechnologies.com/?s={sku}.
Putco Truck Accessories,Putco Truck Accessories,probable,https://www.putco.com/,PUT-92801,https://www.putco.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,verified,confirmed,high,playwright_search_submit,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Rev-X Oil & Fuel Additive,Rev-X Oil & Fuel Additive,confirmed,https://revxoil.com/,Rev-X-0400,https://revxoil.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
RevMax Converters,RevMax Converters,probable,https://www.revmaxconverters.com/,REVM-478-311,https://revmaxconverters.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,probed,probed,medium,common_template_probe,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Rock Slide Engineering,Rock Slide Engineering,confirmed,https://rockslideengineering.com/,RSE-RS-910,https://rockslideengineering.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
Rock Tamers Mud Flaps,Rock Tamers Mud Flaps,confirmed,https://rocktamers.com/,RT-00108,https://rocktamers.com/?s={sku},search_results,GET,s,wordpress_like,wordpress_s_query,direct_query_template,http_first,yes,no,low,detected,detected,medium,jsonld_searchaction_or_html_form,http_first,,,,,,,,,,,,,,,,,jsonld>embedded_state>dom,gallery_scope_only,
