success_priority,vendor,display_name,official_website_status,official_website_url,sample_sku,search_url_template,search_template_status,search_result_mode,platform_family,search_family,transport,parameter_name,confidence_bucket,browser_required_hint,blocking_hint,resolver_hint,review_notes
1-2-1,D&J Precision Machine,D&J Precision Machine,probable,https://djprecisionmachine.com/,DJ-DJPLB100076,https://djprecisionmachine.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Daystar,Daystar,probable,https://daystarproducts.com/pages/dealer-locator,DAY-KU31001,https://daystarproducts.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,"Deaver Spring, Inc.","Deaver Spring, Inc.",probable,https://deaverspring.com/,DS-G7,https://deaverspring.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Dethloff,Dethloff Mfg,probable,https://dethloffmfg.com/,DL-IG-19,https://dethloffmfg.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,DiabloSport,DiabloSport,probable,https://diablosportco.com/,DS-8145,https://diablosportco.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Diesel Power Products,Diesel Power Products,probable,https://www.dieselpowerproducts.com/pages/contact,DPP-506,https://dieselpowerproducts.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Diode Dynamics,Diode Dynamics,probable,https://www.diodedynamics.com/,DD-DD7120,https://www.diodedynamics.com/catalogsearch/result/?q={sku},detected,search_results,magento,magento_catalogsearch,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Dirt Church Industries,Dirt Church Industries,probable,https://dirtchurchindustries.com/,ARB-CKMTA12,https://dirtchurchindustries.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Dually Design Co.,Dually Design Co.,probable,https://ddcwheels.com/brand/dually-design-co/,DDC-F14K40,https://ddcwheels.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Dynatrac,Dynatrac,probable,https://www.dynatrac.com/pages/about-us,DYN-BJK-D60A,https://www.dynatrac.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Dynomite Diesel,Dynomite Diesel,probable,https://dynomitediesel.com/,DDP-67CON,https://dynomitediesel.com/search?type=product&q={sku},detected,search_results,custom,shopify_product_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,EBC Brakes,EBC Brakes,probable,https://www.ebcbrakes.com/,EBC-GD7509,https://www.ebcbrakes.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,EMP Shield,EMP Shield,probable,https://www.empshield.com/,EMP-DC-12V-W,https://www.empshield.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Factory Aftermarket,Factory Aftermarket,probable,https://factoryaftermarket.com/collections/all,FA-FSD-CS-2022,https://factoryaftermarket.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Fairchild Industries,Fairchild Industries,probable,https://fairchildindustries.com/,FI-F3019,https://fairchildindustries.com/search/{sku}/,detected,search_results,custom,custom_search,GET,,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Fast Coolers,Fast Coolers,probable,https://www.fastcoolers.com/,FC-2FCVR,https://www.fastcoolers.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Fleetguard Filters,Fleetguard Filters,probable,https://fleet-reliable-filters.com/catalogs,FG-LF9028,https://fleet-reliable-filters.com/catalogsearch/result/index/?q={sku},detected,search_results,magento,magento_catalogsearch,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Flowmaster,Flowmaster,probable,https://the-flowmaster.com/,FM-1078,https://the-flowmaster.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Fluidampr,Fluidampr,probable,https://fluidampr.com/,FD-720211,https://fluidampr.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Frantz Oil Filters,Frantz Oil Filters,probable,https://www.frantzfilters.com/,FOF-FKPWR60,https://www.frantzfilters.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Fuel Bomb,Fuel Bomb,probable,https://fuelbomb.com/,FB-002,https://fuelbomb.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Full Send Diesel,Full Send Diesel,probable,https://fullsenddiesel.com/,FSD-01-B,https://fullsenddiesel.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Garrett,Garrett,probable,https://garrett.com/,GAR-448486-0004,https://garrett.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Glacier Diesel Power,Glacier Diesel Power,probable,https://www.glacierdieselpower.com/,GDP-1012FE,https://www.glacierdieselpower.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Grizzly,Grizzly Products,probable,https://www.grizzly.com/,GZ-GA108,https://www.grizzly.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Hamilton Cams,Hamilton Cams,probable,https://hamiltoncams.com/,HAM-SC-001,https://hamiltoncams.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Heatshield Products,Heatshield Products,probable,https://heatshieldproducts.com/,HP-300074,https://heatshieldproducts.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Hellwig Products,Hellwig Products,probable,https://www.hellwigproducts.com/,HEL-7252,https://www.hellwigproducts.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Holders Diesel,Holders Diesel,probable,https://holdersdiesel.com/collections/all,HD-60-STK-PS,https://holdersdiesel.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form_with_playwright,
1-2-1,JKS Manufacturing,JKS Manufacturing,probable,https://jksmfg.com/,JKS-JKS2033,https://jksmfg.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,MAHLE,MAHLE,probable,https://www.mahle.com/,MAH-54174,https://www.mahle.com/en/search/?q={sku},detected,search_results,custom,path_or_query_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Manton Pushrods,Manton Pushrods,probable,https://mantonpushrods.com/,MP-D-505-24v,https://mantonpushrods.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,MaxTrac Suspension,MaxTrac Suspension,probable,https://maxtracsuspension.com/,MT-993300,https://maxtracsuspension.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,McGaughy's Suspension Parts,McGaughy's Suspension Parts,probable,https://mcgaughys.com/products-home-page/,MCG-51052,https://mcgaughys.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Mean Green,Mean Green,probable,https://mean-green-cleaner.com/,MEAN-MG7892,https://mean-green-cleaner.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Mevotech,Mevotech,probable,https://www.mevotech.com/,MT-MK7467,https://www.mevotech.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Mob Armor,Mob Armor,probable,https://www.mobarmor.com/,MOBM2-BLK-LG,https://www.mobarmor.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,N-FAB,N-FAB,probable,https://nfabco.com/,NFAB-F171MRDS,https://nfabco.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Nemesis Industries,Nemesis Industries,probable,https://nem-ind.com/,NEM-121840,https://nem-ind.com/catalogsearch/result/?q={sku},detected,search_results,magento,magento_catalogsearch,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,NRS Galvanized Brakes,NRS Galvanized Brakes,probable,https://nrsbrakes.com/,NRS-NS909,https://nrsbrakes.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form_with_playwright,
1-2-1,Power Products Unlimited,Power Products Unlimited,probable,https://powerproductsunlimited.com/,PPU-ARBCOMPMOUNT,https://powerproductsunlimited.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Power Stroke Products,Power Stroke Products,probable,https://powerstrokeproducts.com/,PSP-PP-SS-12V,https://powerstrokeproducts.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Powermaster Performance Starters and Alternators,Powermaster Performance Starters and Alternators,probable,https://www.powermasterperformance.com/about-us,PM-7767,https://www.powermasterperformance.com/catalogsearch/result/index/?q={sku},detected,search_results,magento,magento_catalogsearch,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,PowerStop,PowerStop,probable,https://www.powerstop.com/about-us/,PSB-SW-1218,https://www.powerstop.com/?s={sku},detected,search_results,wordpress_like,wordpress_s_query,GET,s,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,"PPEI | Power Performance Enterprises, Inc | EFILive by Kory Willis","PPEI | Power Performance Enterprises, Inc | EFILive by Kory Willis",probable,https://ppei.com/,PPEI-EZLYNK30-LML,https://ppei.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form_with_playwright,
1-2-1,Pro Eagle Floor Jacks,Pro Eagle Floor Jacks,probable,https://www.proeagle.com/,PE-EXT8,https://www.proeagle.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,PROJECT X,PROJECT X,probable,https://projectxoffroad.com/,PX-AC538806-1,https://projectxoffroad.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form_with_playwright,
1-2-1,PSC,PSC Performance Steering Components,probable,https://www.pscsteering.com/,PSC-SG851,https://www.pscsteering.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form_with_playwright,
1-2-1,PureDPF,PureDPF,probable,https://www.puredpf.com/,PDPF-P-DPF-44003,https://www.puredpf.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,Race Sport Lighting,Race Sport Lighting,probable,https://www.racesportinc.com/,RSL-9FT3PE,https://www.racesportinc.com/catalogsearch/result/index/?q={sku},detected,search_results,magento,magento_catalogsearch,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-2-1,RECON Lighting,RECON Lighting,probable,https://gorecon.com/,REC-26413,https://gorecon.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form_with_playwright,
1-2-1,"Reid Racing, Inc.","Reid Racing, Inc.",probable,https://www.reidracing.com/,REID-D60005-2,https://www.reidracing.com/search?q={sku},detected,search_results,generic_get_search,generic_q_search,GET,q,medium,no,,jsonld_searchaction_or_html_form,
1-3-2,AEM,AEM,probable,https://www.aemintakes.com/,AEM-30-3351,https://www.aemintakes.com/search/{sku},probable,search_results,wordpress_like,wordpress_search_path,GET,,review,no,,manual_user_seed,
1-4-2,ARP Bolts,ARP Bolts,probable,https://arp-bolts.com/,ARP-230-4201,https://arp-bolts.com/,custom,custom_search,custom,custom_search,GET,,review,no,,manual_user_seed,
