alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
door weatherstrip seal on,\b(?:door\s+weatherstrip\s+seal\s+on)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,9,9,1.0,0.5934,1,1,Fairchild Front Door Weatherstrip Seal | On Body | Drv or Pass Side | 99-07 GM 2500HD / 3500 | Fairchild Front Door Weatherstrip Seal | On Body | Ext Cab | Drv or Pass | 99-11 Ford F-250/F-350 | Fairchild Front Door Weatherstrip Seal | On Body | Std or Crew Cab | 99-11 Ford F-250/F-350
fuel tank sending unit,\b(?:fuel\s+tank\s+sending\s+unit)\b,Fuel Related,Fuel Related,Fuel Tank Sending Units,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,2,1,"Alliant Power Fuel Tank Sending Unit 11-16 Ford 6.7L Powerstroke | Fleece 3/8"" Quick Connect OEM Fuel Tank Sending Unit Adapter Fitting 03-18 Cummins | Fleece Performance SureFlo Performance Fuel Tank Sending Unit 01-04 GM 6.6L Duramax LB7"
serpentine belt single alternator,\b(?:serpentine\s+belt\s+single\s+alternator)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Dayco 6PK2990 Serpentine Belt | Single Alternator | 02-05 GM 2500HD/3500 6.6L Duramax LB7/LLY | Dayco 6PK3010 Serpentine Belt | Single Alternator | 02-05 & 11-14 GM 2500HD/3500 6.6L Duramax | Dayco 6PK3018 Serpentine Belt | Single Alternator | 2015 GMC Sierra 2500HD/3500 6.6L Duramax LML
steering stabilizer kit with,\b(?:steering\s+stabilizer\s+kit\s+with)\b,Suspension & Steering,Suspension & Steering,Steering Stabilizers,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,3,1,BDS Suspension Dual Steering Stabilizer Kit With Nitro/Fox Shocks T-Style Steering 19-25 Ram 2500 | 19-24 Ram 3500 | BDS Suspension Dual Steering Stabilizer Kit with FOX 2.0 Shocks 03-13 Ram 2500 / 03-12 Ram 3500 | BDS Suspension Dual Steering Stabilizer Kit with Fox 2.0 Shocks 14-18 Ram 2500 / 13-18 Ram 3500
stroker cp3 injection pump,\b(?:stroker\s+cp3\s+injection\s+pump)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,4,1,BD-Power 1050551 High Performance R900 12mm Stroker CP3 Injection Pump 03-18 Cummins | BD-Power 1050651 High Performance R900 12mm Stroker CP3 Injection Pump 01-10 6.6L Duramax | Dynomite Diesel DDP CP3-33412 12mm Stroker CP3 Injection Pump 07.5-18 Dodge 6.7L Cummins
traction bar mounting kit,\b(?:traction\s+bar\s+mounting\s+kit)\b,Suspension & Steering,Suspension & Steering,Traction Bars,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,1,1,BDS Suspension Recoil Traction Bar Mounting Kit 01-10 GM 2500HD/3500 | BDS Suspension Recoil Traction Bar Mounting Kit 03-13 Ram 2500 | 03-18 3500 4WD | BDS Suspension Traction Bar Mounting Kit 11-16 Ford F-250/F350 SuperDuty 4WD Long Bed
3 leveling kit,\b(?:3\s+leveling\s+kit)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,3,1,"Cognito 110-90777 Standard 3"" Leveling Kit 20-25 GM 6.6L Duramax L5P | Cognito 3"" Leveling Kit with Fox Shocks 20-25 GM 3.0L Duramax LM2/LZ0 | Cognito Performance 3"" Leveling Kit With Fox 2.0 IFP Shocks & 1"" Rear Block 20-25 GM Duramax L5P"
75 horsepower injector,\b(?:75\s+horsepower\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,Dynomite Diesel 30% Over 75 Horsepower Injector Nozzle Set 04.5-05 LLY GM Duramax | Dynomite Diesel 30% Over 75 Horsepower Injector Nozzle Set 06-07 LBZ GM Duramax | Dynomite Diesel 30% Over 75 Horsepower Injector Nozzle Set 07.5-10 LMM GM Duramax
air filter universal,\b(?:air\s+filter\s+universal)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Air Filters,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,"AFE Magnum Flow Pro 5R / Pro DRY S Air Filter - Universal (4"" ID x 4.5""-6"" L x 6"" W x 7"" H) | AFE Power Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (6"" ID x 8-1/8"" Base/Top x 9"" H) | AFE Power Magnum Flow Pro 5R / Pro DRY S / Pro-GUARD 7 Air Filter - Universal (4.75""-6.75"" ID x 6.25""-8.25"" L x 5""-7.25"" W x 9"" H)"
air tank kit,\b(?:air\s+tank\s+kit)\b,Suspension & Steering,Suspension & Steering,,Motor Vehicle Parts,9,9,1.0,0.5934,1,1,PacBrake HP10051 AMP 5 Gallon Premium Steel Air Tank Kit | PacBrake HP10093 AMP 2.5 Gallon Basic Steel Air Tank Kit | PacBrake HP10094 AMP 5 Gallon Basic Steel Air Tank Kit
armor plus 5,\b(?:armor\s+plus\s+5)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"MBRP Armor Plus 5"" DPF Back Stainless Exhaust Kit 11-16 Ford 6.7L Powerstroke | MBRP Armor Plus 5"" DPF Back T409 Stainless Exhaust Kit 07.5-12 Dodge 6.7L Cummins | MBRP Armor Plus 5"" Stainless Steel DPF Back Exhaust 17-26 Ford 6.7L Powerstroke"
bd power injector,\b(?:bd\s+power\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,BD Power Injector Install Kit 01-04 GM 6.6L Duramax LB7 | BD Power Injector Install Kit 03-05 Dodge Ram 5.9L Cummins | BD Power Injector Install Kit 06-07 Dodge Ram 5.9L Cummins
cab short bed,\b(?:cab\s+short\s+bed)\b,Fuel Related,Fuel Related,Fuel Tanks,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,S&B 52 Gallon Replacement Fuel Tank 05-23 Ram 5.9L / 6.7L Cummins Crew/Quad Cab Short Bed | S&B 55 Gallon Replacement Fuel Tank 06-24 Ram 5.9L / 6.7L Cummins Mega Cab Short Bed | S&B 56 Gallon Replacement Fuel Tank 11-16 6.7L Ford Powerstroke Crew Cab Short Bed
ddc forged the,\b(?:ddc\s+forged\s+the)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,9,9,1.0,0.5934,1,1,"DDC Forged The Mesh Black 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Mesh Black/Milled 22""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Forged The Mesh Polished 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500"
ddc wheels aftermath,\b(?:ddc\s+wheels\s+aftermath)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,9,9,1.0,0.5934,1,1,"DDC Wheels Aftermath 20""x 8.25"" Wheel Set 05-10 F-450 | 15-23 F-450 | 08-24 Ram 4500 Dually | DDC Wheels Aftermath 20""x 8.25"" Wheel Set 05-24 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Wheels Aftermath 20""x 8.25"" Wheel Set 94-18 Ram 3500 | 92-10 GM 3500 Dually"
dpf back dual,\b(?:dpf\s+back\s+dual)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,3,1,"Diamond Eye 4"" Aluminized DPF Back Dual Outlet Exhaust Kit 14-18 6.7L Cummins 2500 | Diamond Eye 4"" DPF Back Dual Exhaust 11-15 6.6L GM Duramax LML | Diamond Eye 4"" DPF Back Dual Exhaust 16-17 6.6L GM Duramax LML / L5P"
dpf back stainless,\b(?:dpf\s+back\s+stainless)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,2,1,"Diamond Eye 3"" DPF Back Stainless Dual Outlet Exhaust 14-18 Ram 1500 EcoDiesel | Diamond Eye 3"" DPF Back Stainless Single Outlet Exhaust 14-18 Ram 1500 EcoDiesel | Diamond Eye 4"" DPF Back Stainless Sport Dual Exhaust With Black Tips 18-19 3.0L Ford Powerstroke"
drive belt tensioner,\b(?:drive\s+belt\s+tensioner)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Dayco Drive Belt Tensioner 02-16 GM 2500HD/3500 6.6L Duramax | Dayco Drive Belt Tensioner 11-17 Ford F-250/F-350/F-450/F-550 6.7L Powerstroke | Dayco Drive Belt Tensioner 16-18 Nissan Titan XD & 03-18 Dodge/Ram Cummins
electronic boost gauge,\b(?:electronic\s+boost\s+gauge)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Boost Gauge #2 And Sensor R42000-Style | Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style
electronic pyrometer gauge,\b(?:electronic\s+pyrometer\s+gauge)\b,Gauges,Gauges,Pyrometer (EGT) Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R34000-Style | Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R42000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R30000-Style
engine gasket set,\b(?:engine\s+gasket\s+set)\b,Engine Components,Engine Components,Gaskets,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,MAHLE CS54657 Lower Engine Gasket Set 08-10 6.4L Ford Powerstroke | MAHLE Full Engine Gasket Set With Cylinder Head Gasket 89-98 Dodge 5.9L Cummins | MAHLE Lower Engine Gasket Set 03-07 Dodge 5.9L Cummins
ev2 electronic boost,\b(?:ev2\s+electronic\s+boost)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Boost Gauge #2 And Sensor R42000-Style | Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style
front overload bumpstop,\b(?:front\s+overload\s+bumpstop)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,1,1,SuperSprings SumoSpring Solo Front Overload Bumpstop 01-10 GM 2500HD/3500 2WD/4WD | SuperSprings SumoSpring Solo Front Overload Bumpstop 05-23 Ford F-250/350/450/550 2WD/4WD | SuperSprings SumoSpring Solo Front Overload Bumpstop 11-23 GM 2500HD/3500 2WD/4WD
front track bar,\b(?:front\s+track\s+bar)\b,Suspension & Steering,Suspension & Steering,Track Bars,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,5,1,BDS Suspension Adjustable Front Track Bar 14-26 Ram 2500 / 13-24 Ram 3500 | BDS Suspension Front Track Bar Relocation Bracket  | 94-02 Dodge Ram 2500/3500 | BDS Suspension Front Track Bar Relocation Bracket | 03-07 Dodge Ram 2500/3500
heavy duty intercooler,\b(?:heavy\s+duty\s+intercooler)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercoolers,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,CSF 6076 Heavy Duty Intercooler 13-18 Ram 6.7L Cummins | CSF 7100 Heavy Duty Intercooler 10-12 Dodge 6.7L Cummins | CSF 7101 Heavy Duty Intercooler 11-15 6.6L GM Duramax LML
ifp rear shock,\b(?:ifp\s+rear\s+shock)\b,Suspension & Steering,Suspension & Steering,Shocks / Coilovers,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,1,1,"FOX 2.0 Performance IFP Rear Shock 01-19 GM 2500HD / 3500 | FOX 2.0 Performance Series IFP Rear Shock 1.5-3.5"" Lift 01-19 GM 2500HD/3500 | Fox 2.0 Performance IFP Rear Shock 0-1"" Lift 16-22 GM 2.8L Canyon/Colorado"
injector seal kit,\b(?:injector\s+seal\s+kit)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,5,1,Alliant AP0001 HEUI Injector Seal Kit 94-03 7.3L Ford Powerstroke | Alliant AP0002 G2.8 Injector Seal Kit 03-07 6.0L Ford Powerstroke | BD 1075800 Injector Seal Kit 98.5-02 Dodge 5.9L Cummins
intercooler charge pipe,\b(?:intercooler\s+charge\s+pipe)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercooler Pipes / Hoses,Motor Vehicle Engine Parts,9,9,1.0,0.5934,2,1,"PPE Hot Side 3"" Stainless Steel Intercooler Charge Pipe 04.5-10 GM 6.6L Duramax | Sinister Diesel Hot Side Intercooler Charge Pipe Kit 11-16 GM 6.6L Duramax LML | Sinister Diesel Intercooler Charge Pipe Kit 03-07 Ram 5.9L Cummins"
kit dana spicer,\b(?:kit\s+dana\s+spicer)\b,Axles & Differentials,Axles & Differentials,Differential Rebuild Kits,Motor Vehicle Transmission & Drivetrain Parts,9,9,1.0,0.5934,1,1,"Yukon Bearing Install Kit Dana Spicer 60 Front Dana Spicer 60 Front | Yukon Bearing Install Kit Dana Spicer 70U Dana Spicer 70U  94-02 Dodge Ram 2500 Cummins | Yukon Master Overhaul Kit Dana Spicer 50 Twin I-Beam Front Dana Spicer 50 Front, Twin I-Beam"
large bore hd,\b(?:large\s+bore\s+hd)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"AFE Large Bore HD 3.5"" 409 Stainless Down Pipe 03-07 Ford 6.0L Powerstroke | AFE Large Bore HD 4"" Dual Side Exit Stainless Steel Exhaust System 15-16 Ford 6.7L Powerstroke | AFE Large Bore HD 4"" Stainless DPF-Back Exhaust system for 11-14 Ford 6.7L Powerstroke"
large borehd 5,\b(?:large\s+borehd\s+5)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,1,1,"AFE Large Bore-HD 5"" 409 Stainless Steel DPF-Back Exhaust 13-18 Ram 6.7L Cummins | AFE Large Bore-HD 5"" 409 Stainless Steel DPF-Back Exhaust 15-16 Ford 6.7L Powerstroke | AFE Large Bore-HD 5"" 409 Stainless Steel DPF-Back Exhaust 2016 GM 6.6L Duramax LML"
led offroad light,\b(?:led\s+offroad\s+light)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,9,9,1.0,0.5934,3,1,AEV 7000 Series LED Off-Road Light Kit | Baja Designs 330001 LP9 Racer Edition Spot White LED Off-Road Light | Baja Designs 330011 LP9 Racer Edition Spot Amber LED Off-Road Light
organic clutch kit,\b(?:organic\s+clutch\s+kit)\b,Manual Transmission,Manual Transmission,Single Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,9,9,1.0,0.5934,2,1,"Hays Diesel 650 Organic Clutch Kit 94-97 Ford 7.3L Powerstroke | South Bend 13"" Heavy Duty Organic Clutch Kit 88-04 Dodge 5.9L Cummins 5 Speed Getrag / NV4500 | South Bend Clutch 13"" Full HD Organic Clutch Kit Without Flywheel 89-04 5.9L Cummins 5-Speed"
rear leaf spring,\b(?:rear\s+leaf\s+spring)\b,Suspension & Steering,Suspension & Steering,Leaf Springs,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,4,1,"BDS 4.5"" Inch Lift Rear Leaf Spring 13-18 RAM 6.7L Cummins | Carli 3"" Replacement Progressive Rear Leaf Spring Pack 00-05 Ford Excursion SuperDuty 4x4 | Carli Rear Leaf Spring Shackle 03-12 Dodge/Ram 2500/3500 4x4 | 13-25 Ram 3500 4x4"
remanufactured injector with,\b(?:remanufactured\s+injector\s+with)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,2,1,PurePower Remanufactured Injector With Line & Bolt Cylinders 1/2/7/8 11-14 Ford 6.7L Powerstroke | PurePower Remanufactured Injector With Line & Bolt Cylinders 1/2/7/8 15-19 Ford 6.7L Powerstroke | PurePower Remanufactured Injector With Line & Bolt Cylinders 3/4/5/6 11-14 Ford 6.7L Powerstroke
replacement performance turbo,\b(?:replacement\s+performance\s+turbo)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 61mm Billet Compressor Wheel 17-19 6.7L Ford Powerstroke | Drop-In Replacement Performance Turbo with 63mm Billet Compressor Wheel 15-16 6.7L Ford Powerstroke
spring leveling kit,\b(?:spring\s+leveling\s+kit)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,9,9,1.0,0.5934,4,1,"BDS Suspension Performance Spring Leveling Kit | 1"" Lift 17-19 | 2"" Lift 20-24 | Ford SuperDuty | MaxTrac 2.5"" Coil Spring Leveling Kit With Shocks 23-24 Ford 6.7L Powerstroke 4WD | ReadyLIFT 2.5"" Coil Spring Leveling Kit w/ Bilstein 5100 Front & Rear Shocks 17-19 Ford SuperDuty"
stage 1 60hp,\b(?:stage\s+1\s+60hp)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,BD-Built Premium Stage 1 60HP Performance Injector 03-04 Dodge 5.9L Cummins | BD-Built Premium Stage 1 60HP Performance Injector 04.5-07 Dodge 5.9L Cummins | BD-Power Stage 1 60HP Injector 01-04 6.6L LB7 GM Duramax
ttx premium met,\b(?:ttx\s+premium\s+met)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,9,9,1.0,0.5934,1,1,Mevotech TTX Premium Met Brake Pads 08-12 Ford SuperDuty F-250 | 08-11 F-350 | Mevotech TTX Premium Met Brake Pads 09-18 Dodge Ram 2500/3500 | Mevotech TTX Premium Met Brake Pads 13-24 Ford SuperDuty F-250/F-350
turbocharger installation kit,\b(?:turbocharger\s+installation\s+kit)\b,Turbos & Accessories,Turbos & Accessories,Installation Kits,Motor Vehicle Engine Parts,9,9,1.0,0.5934,3,1,Alliant AP0186 Turbocharger Installation Kit 07.5-18 Ram 6.7L Cummins | Alliant Power Turbocharger Installation Kit 11-19 Ford 6.7L Powerstroke | Alliant Power Turbocharger Installation Kit 17-23 GM 6.6L Duramax L5P/L5D
aluminum radiator,\b(?:aluminum\s+radiator)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Radiators,Motor Vehicle Engine Parts,9,9,1.0,0.5934,2,1,AFE 46-52061 BladeRunner Street Series Aluminum Radiator 03-09 Dodge 5.9L / 6.7L Cummins | Mishimoto Aluminum Radiator 16-19 Nissan Titan XD 5.0L Cummins | Mishimoto Aluminum Radiator 94-00 GM 6.5L Turbo Diesel
and thermocouple,\b(?:and\s+thermocouple)\b,Gauges,Gauges,Pyrometer (EGT) Gauges,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R34000-Style | Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R42000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R30000-Style
fire ring,\b(?:fire\s+ring)\b,Engine Components,Engine Components,Gaskets,Motor Vehicle Engine Parts,9,9,1.0,0.5934,4,1,ATS Fire Ring Cylinder Head Gasket Kit 03-07 Dodge 5.9L Cummins | ATS Fire Ring Cylinder Head Gasket Kit 94-98 Dodge 5.9L Cummins | ATS Fire Ring Cylinder Head Gasket Kit 98.5-02 Dodge 5.9L Cummins
fuel kit,\b(?:fuel\s+kit)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,2,1,BD 1050471 Venom Dual Fuel Kit 11-18 Ford 6.7L Powerstroke | H&S Motorsports Dual High Pressure Fuel Kit WITH CP3 04.5-07 Ram 5.9L Cummins | H&S Motorsports Dual High Pressure Fuel Kit WITH CP3 07.5-18 Ram 6.7L Cummins
hitch bar,\b(?:hitch\s+bar)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,9,9,1.0,0.5934,2,1,"BMC Lights Hitch Bar Lighting Kit Rigid Midnight 6"" 11-16 Ford 6.7L Powerstroke | BMC Lights Hitch Bar Lighting Kit Rigid Midnight 6"" 17-24 Ford 6.7L Powerstroke | BMC Lights Hitch Bar Lighting Kit Rigid Midnight 6"" 19-22 Ram 6.7L Cummins"
industrial series,\b(?:industrial\s+series)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,FASS Industrial Series 100GPH Fuel Lift Pump | FASS Industrial Series 140GPH Fuel Lift Pump | FASS Industrial Series 165GPH Fuel Lift Pump
intank pump,\b(?:intank\s+pump)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,2,1,BD 1050302 Flow-Max Intank Pump Conversion Retrofit Kit 98.5-04.5 Dodge 5.9L Cummins | Fleece Performance PowerFlo Lift Pump In-Tank Pump 04.5-07 GM Duramax | Fleece Performance PowerFlo Lift Pump In-Tank Pump 07.5-10 GM Duramax
light pair,\b(?:light\s+pair)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,9,9,1.0,0.5934,3,1,Baja Designs Squadron Pro LED Light - Pair Pack | Baja Designs Squadron-R Pro LED Light - Pair Pack | Baja Designs Squadron-R Sport LED Light - Pair Pack
performance radiator,\b(?:performance\s+radiator)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Radiators,Motor Vehicle Engine Parts,9,9,1.0,0.5934,1,1,Mishimoto Aluminum Performance Radiator 01-05 GM 6.6L Duramax | Mishimoto Aluminum Performance Radiator 03-07 Ford 6.0L Powerstroke | Mishimoto Aluminum Performance Radiator 03-09 Dodge 5.9L / 6.7L Cummins
pulsar lt,\b(?:pulsar\s+lt)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,9,9,1.0,0.5934,1,1,Edge 22411 Pulsar LT In-Line Module 20-23 GM 6.6L L5P Duramax | Edge Pulsar LT + Insight CTS3 15-16 GM 6.6L LML Duramax | Edge Pulsar LT 15-16 GM 6.6L LML Duramax
reman modified,\b(?:reman\s+modified)\b,Fuel Related,Fuel Related,Injection Pumps,Motor Vehicle Fuel Systems,9,9,1.0,0.5934,1,1,Industrial Injection Reman Modified 33% Over CP3 Injection Pump 03-07 Dodge 5.9L Cummins | Industrial Injection Reman Modified 33% Over CP3 Injection Pump 07.5-18 Dodge 6.7L Cummins | Industrial Injection Reman Modified 42% Over CP3 Injection Pump 01-04 GM Duramax LB7
squadron sae,\b(?:squadron\s+sae)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,9,9,1.0,0.5934,1,1,Baja Designs Squadron SAE Fog Pocket Light Kit 10-18 Ram 2500 / 3500 | Baja Designs Squadron SAE Fog Pocket Light Kit 15-19 GM Colorado / Canyon / Silverado / Sierra | Baja Designs Squadron SAE Fog Pocket Light Kit 17-22 Ford F-250 / F-350 SuperDuty 4x4
the mesh,\b(?:the\s+mesh)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,9,9,1.0,0.5934,1,1,"DDC Forged The Mesh Black 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Mesh Black/Milled 22""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Forged The Mesh Polished 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500"
triple gauge,\b(?:triple\s+gauge)\b,Gauges,Gauges,Gauge Mounts,Motor Vehicle Sensors & Gauges,9,9,1.0,0.5934,1,1,Auto Meter 15016 Triple Gauge Dash Pod 99-04 Ford SuperDuty | Auto Meter 17201 Triple Gauge Pillar Mount 94-97 Dodge Ram | Auto Meter 18023 Triple Gauge Overhead Console Mount 01-07 6.6L GM Duramax
turbo mount,\b(?:turbo\s+mount)\b,Exhaust Brakes / Engine Brakes,Exhaust Brakes / Engine Brakes,,Motor Vehicle Braking,9,9,1.0,0.5934,2,1,BD 2033143 Turbo Mount Exhaust Brake 94-97 7.3L Ford Powerstroke | BD Power Turbo Mount Exhaust Brake 89-98 Dodge 5.9L Cummins | BD Turbo Mount Air Exhaust Brake 99-03 7.3L Ford Powerstroke 2023144
weatherstrip kit,\b(?:weatherstrip\s+kit)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,9,9,1.0,0.5934,1,1,"Fairchild Belt Weatherstrip Kit | 4 Pieces | Inner & Outer | Drv & Pass | 87-97 Ford F-250/F-350 | Fairchild Belt Weatherstrip Kit | Inner & Outer | Crew Cab | 87-97 Ford F-250/F-350 | Fairchild Belt, Door, and Window Channel Weatherstrip Kit | Drv & Pass Side | 87-97 Ford F-250/F-350"
with black,\b(?:with\s+black)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,9,9,1.0,0.5934,4,1,"AFE Large Bore-HD 3.5"" Stainless Exhaust with Black Tip 16-22 GM 2.8L Colorado | AFE Large Bore-HD 5"" Stainless DPF-Back Exhaust with Black Tip 17-19 GM 6.6L Duramax L5P | Banks 49779-B 5"" Single Outlet Monster Exhaust System with Black Tip 10-12 Dodge 6.7L Cummins"
cold weather battery cable set,\b(?:cold\s+weather\s+battery\s+cable\s+set)\b,Electrical Components,Electrical Components,Battery Cables,Motor Vehicle Power & Electrical Systems,10,9,0.9,0.5689,1,2,Custom Battery Cables Replacement Cold Weather Battery Cable Set 03-07 6.0L Ford Powerstroke | Custom Battery Cables Replacement Cold Weather Battery Cable Set 03-07 Dodge 5.9L Cummins | Custom Battery Cables Replacement Cold Weather Battery Cable Set 07.5-09 Dodge 6.7L Cummins
dominator 3 0 suspension system,\b(?:dominator\s+3\s+0\s+suspension\s+system)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,10,9,0.9,0.5689,1,2,"Carli 2.5"" Leveling Dominator 3.0 Suspension System 05-07 Ford 6.0L Powerstroke | Carli 2.5"" Leveling Dominator 3.0 Suspension System 08-10 Ford 6.4L Powerstroke | Carli 2.5"" Leveling Dominator 3.0 Suspension System 11-16 Ford 6.7L Powerstroke"
floor liner set w 2,\b(?:floor\s+liner\s+set\s+w\s+2)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,10,9,0.9,0.5689,1,2,WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 08-10 Ford SuperDuty Crew Cab | WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 08-10 Ford SuperDuty Extended Cab | WeatherTech DigitalFit Floor Liner Set (w/ 2 Piece Front) 11-12 Ford SuperDuty
